FAC_CODE,FACULTY,CRN,COURSE,COURSETITLE,CRNTITLE,SECTION,CREDITS,SCHEDULETYPE,DAY,CTIME,CAMPUS,BLDG,ROOM,SECTION_CAMPUS,INSTNAME,CAPACITY,ATTRIBUTE_CODE,COURSE_ATTRIBUTE,STATUS,COLL_REST,MAJOR_REST,COURSE_LEVEL
10,Health Sciences,10693,NURS215,Anatomy and Physiology for Nurses,Anatomy and Physiology for Nurses,2,3,Lab,Monday,1601 - 1800,Beirut,HRIR,Anat.Lab,Beirut,Jumana Maarouf Ghalayini,18,1001-Y1COR,Nursing - First Year - Core Courses,1,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10693,NURS215,Anatomy and Physiology for Nurses,Anatomy and Physiology for Nurses,2,3,Lab,Monday,1601 - 1800,Beirut,HRIR,Anat.Lab,Beirut,Wael Mostafa Zaabout,18,1001-Y1COR,Nursing - First Year - Core Courses,1,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10694,NURS209,Nursing Fundamentals: Practice,Nursing Fundamentals: Practice,1,2,Lab,Tuesday,0801 - 1100,Beirut,HRIR,NURSLAB,Beirut,Hiba Mostafa Matarieh,30,1001-Y1COR,Nursing - First Year - Core Courses,12,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10584,NURS215,Anatomy and Physiology for Nurses,Anatomy and Physiology for Nurses,1,3,Lab,Monday,1401 - 1600,Beirut,HRIR,Anat.Lab,Beirut,Jumana Maarouf Ghalayini,18,1001-Y1COR,Nursing - First Year - Core Courses,2,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10589,NURS319,Critical Care Nursing: Theory,Critical Care Nursing: Theory,1,3,Lecture,Thursday,0831 - 1000,Beirut,HRIR,H607,Beirut,Ibrahim Bilal Kadamani,33,1001-Y2COR,Nursing - Second Year - Core Courses,4,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,12166,NURS322,Nursing Practicum I,Nursing Practicum I,1,4,Clinical,Thursday,0701 - 1900,Beirut,HOSPIT,Hospital,Beirut,TBA  TBA,2,1001-Y2COR,Nursing - Second Year - Core Courses,Closed,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10801,HESC301,Psychosocial Aspect of Health and illness,Psychosocial Aspect of Health and illness,2,2,Lecture,Tuesday,1201 - 1400,Beirut,HRIR,Groung Floor - القاعة الشمالية,Beirut,Mohamad Ahmad Daaboul,100,1001-Y2COR,Nursing - Second Year - Core Courses,10,Exclude:,,Undergraduate
10,Health Sciences,10587,HESC301,Psychosocial Aspect of Health and illness,Psychosocial Aspect of Health and illness,1,2,Lecture,Tuesday,1001 - 1200,Beirut,HRIR,HB2,Beirut,Mohamad Ahmad Daaboul,100,1001-Y2COR,Nursing - Second Year - Core Courses,2,Exclude:,,Undergraduate
10,Health Sciences,11786,NURS309,Adult Health Nursing II: Practice,Adult Health Nursing II: Practice,3,2,Clinical,Wednesday,0701 - 1300,Beirut,HOSPIT,Hospital,Beirut,Farah Mahmoud Akil,12,1001-Y2COR,Nursing - Second Year - Core Courses,Closed,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,11786,NURS309,Adult Health Nursing II: Practice,Adult Health Nursing II: Practice,3,2,Clinical,Wednesday,0701 - 1300,Beirut,HOSPIT,Hospital,Beirut,Assil Ezzat El Sawdah,12,1001-Y2COR,Nursing - Second Year - Core Courses,Closed,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,11664,NURS309,Adult Health Nursing II: Practice,Adult Health Nursing II: Practice,2,2,Clinical,Saturday,0701 - 1300,Beirut,HRIR,HOSPIT,Beirut,Rami Ahmad Fawaz,35,1001-Y2COR,Nursing - Second Year - Core Courses,Closed,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10591,NURS307,Adult Health Nursing II: Theory,Adult Health Nursing II: Theory,2,3,Lecture,Thursday,0831 - 1000,Beirut,HRIR,H1007-1,Beirut,Hiba El Rahman Youssef El Deek,35,1001-Y2COR,Nursing - Second Year - Core Courses,1,,,Undergraduate
10,Health Sciences,11664,NURS309,Adult Health Nursing II: Practice,Adult Health Nursing II: Practice,2,2,Clinical,Saturday,0701 - 1300,Beirut,HRIR,HOSPIT,Beirut,Hussein Amin Saleh Al Hasan,35,1001-Y2COR,Nursing - Second Year - Core Courses,Closed,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10591,NURS307,Adult Health Nursing II: Theory,Adult Health Nursing II: Theory,2,3,Lecture,Friday,1001 - 1130,Beirut,HRIR,H615/616,Beirut,Hiba El Rahman Youssef El Deek,35,1001-Y2COR,Nursing - Second Year - Core Courses,1,,,Undergraduate
10,Health Sciences,10590,NURS307,Adult Health Nursing II: Theory,Adult Health Nursing II: Theory,1,3,Lecture,Friday,1331 - 1500,Beirut,HRIR,H615/616,Beirut,Hiba El Rahman Youssef El Deek,33,1001-Y2COR,Nursing - Second Year - Core Courses,3,,,Undergraduate
10,Health Sciences,10590,NURS307,Adult Health Nursing II: Theory,Adult Health Nursing II: Theory,1,3,Lecture,Thursday,1031 - 1200,Beirut,HRIR,H615/616,Beirut,Hiba El Rahman Youssef El Deek,33,1001-Y2COR,Nursing - Second Year - Core Courses,3,,,Undergraduate
10,Health Sciences,11665,NURS321,Critical Care Nursing: Practice,Critical Care Nursing: Practice,2,2,Clinical,Saturday,1301 - 1900,Beirut,HRIR,HOSPIT,Beirut,Hussein Amin Saleh Al Hasan,38,1001-Y2COR,Nursing - Second Year - Core Courses,Closed,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10702,NURS321,Critical Care Nursing: Practice,Critical Care Nursing: Practice,1,2,Clinical,Monday,1301 - 1900,Beirut,HOSPIT,Hospital,Beirut,Amal Walid Behar,33,1001-Y2COR,Nursing - Second Year - Core Courses,21,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,11664,NURS309,Adult Health Nursing II: Practice,Adult Health Nursing II: Practice,2,2,Clinical,Saturday,0701 - 1300,Beirut,HRIR,HOSPIT,Beirut,Maher Ismail El Tawil,35,1001-Y2COR,Nursing - Second Year - Core Courses,Closed,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10701,NURS309,Adult Health Nursing II: Practice,Adult Health Nursing II: Practice,1,2,Clinical,Monday,0701 - 1300,Beirut,HOSPIT,Hospital,Beirut,Rami Ahmad Fawaz,33,1001-Y2COR,Nursing - Second Year - Core Courses,21,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10592,NURS319,Critical Care Nursing: Theory,Critical Care Nursing: Theory,2,3,Lecture,Thursday,1031 - 1200,Beirut,HRIR,H607,Beirut,Ibrahim Bilal Kadamani,34,1001-Y2COR,Nursing - Second Year - Core Courses,Closed,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10589,NURS319,Critical Care Nursing: Theory,Critical Care Nursing: Theory,1,3,Lecture,Friday,1001 - 1130,Beirut,HRIR,H515/516,Beirut,Ibrahim Bilal Kadamani,33,1001-Y2COR,Nursing - Second Year - Core Courses,4,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,11785,NURS321,Critical Care Nursing: Practice,Critical Care Nursing: Practice,3,2,Clinical,Wednesday,1301 - 1900,Beirut,HOSPIT,Hospital,Beirut,Farah Mahmoud Akil,12,1001-Y2COR,Nursing - Second Year - Core Courses,Closed,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,11664,NURS309,Adult Health Nursing II: Practice,Adult Health Nursing II: Practice,2,2,Clinical,Saturday,0701 - 1300,Beirut,HRIR,HOSPIT,Beirut,Samara Yousif Jaber,35,1001-Y2COR,Nursing - Second Year - Core Courses,Closed,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10592,NURS319,Critical Care Nursing: Theory,Critical Care Nursing: Theory,2,3,Lecture,Friday,1331 - 1500,Beirut,HRIR,H607,Beirut,Ibrahim Bilal Kadamani,34,1001-Y2COR,Nursing - Second Year - Core Courses,Closed,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10569,COMM201,Epidemiology and Biostatistics,Epidemiology and Biostatistics,1,3,Lecture,Monday,1031 - 1200,Beirut,HRIR,قاعة المعارض B1,Beirut,Rabih Kamal Damaj,120,1001-Y3COR,Nursing - Third Year - Core Courses,1,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10803,NURS419,Psychiatric and Mental Health Nursing,Psychiatric and Mental Health Nursing,3,3,Lecture,Monday,1101 - 1300,Beirut,HRIR,H515/516,Beirut,Mohammad Saad Itani,13,1001-Y3COR,Nursing - Third Year - Core Courses,Closed,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10569,COMM201,Epidemiology and Biostatistics,Epidemiology and Biostatistics,1,3,Lecture,Tuesday,1031 - 1200,Beirut,HRIR,قاعة المعارض B1,Beirut,Leila  Itani,120,1001-Y3COR,Nursing - Third Year - Core Courses,1,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10618,NURS409,Mental Health and Illness Across The Lifespan,Mental Health and Illness Across The Lifespan,1,1,Lecture,Monday,1301 - 1400,Beirut,HRIR,H607,Beirut,Helga  Alaeddine,63,1001-Y3COR,Nursing - Third Year - Core Courses,2,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10806,NURS320,Pediatric Health Nursing: Practice,Pediatric Health Nursing: Practice,2,2,Clinical,Friday,0701 - 1900,Beirut,HOSPIT,Hospital,Beirut,Majdy Hasan Zeidan,63,1001-Y3COR,Nursing - Third Year - Core Courses,25,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10619,NURS318,Pediatric Health Nursing: Theory,Pediatric Health Nursing: Theory,1,3,Lecture,Monday,1401 - 1530,Beirut,HRIR,H607,Beirut,Karim Wissam Alkhabbaz,63,1001-Y3COR,Nursing - Third Year - Core Courses,2,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10619,NURS318,Pediatric Health Nursing: Theory,Pediatric Health Nursing: Theory,1,3,Lecture,Wednesday,0831 - 1000,Beirut,HRIR,H515/516,Beirut,Karim Wissam Alkhabbaz,63,1001-Y3COR,Nursing - Third Year - Core Courses,2,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,11784,NURS320,Pediatric Health Nursing: Practice,Pediatric Health Nursing: Practice,3,2,Clinical,Saturday,0701 - 1900,Beirut,HOSPIT,Hospital,Beirut,Jihan Walid Al Masri,12,1001-Y3COR,Nursing - Third Year - Core Courses,6,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10573,COMM201,Epidemiology and Biostatistics,Epidemiology and Biostatistics,2,3,Lecture,Wednesday,1101 - 1230,Beirut,HRIR,قاعة المعارض B1,Beirut,Rabih Kamal Damaj,123,1001-Y3COR,Nursing - Third Year - Core Courses,6,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10803,NURS419,Psychiatric and Mental Health Nursing,Psychiatric and Mental Health Nursing,3,3,Clinical,Friday,0801 - 1100,Beirut,HOSPIT,Hospital,Beirut,Ahmad Mohammad Kobrosly,13,1001-Y3COR,Nursing - Third Year - Core Courses,Closed,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10593,NURS419,Psychiatric and Mental Health Nursing,Psychiatric and Mental Health Nursing,1,3,Clinical,Tuesday,0801 - 1100,Beirut,HOSPIT,Hospital,Beirut,Ahmad Mohammad Kobrosly,17,1001-Y3COR,Nursing - Third Year - Core Courses,Closed,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10573,COMM201,Epidemiology and Biostatistics,Epidemiology and Biostatistics,2,3,Lecture,Wednesday,1231 - 1400,Beirut,HRIR,قاعة المعارض B1,Beirut,Leila  Itani,123,1001-Y3COR,Nursing - Third Year - Core Courses,6,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10802,NURS419,Psychiatric and Mental Health Nursing,Psychiatric and Mental Health Nursing,2,3,Lecture,Monday,1101 - 1300,Beirut,HRIR,H515/516,Beirut,Mohammad Saad Itani,17,1001-Y3COR,Nursing - Third Year - Core Courses,1,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,11784,NURS320,Pediatric Health Nursing: Practice,Pediatric Health Nursing: Practice,3,2,Clinical,Saturday,0701 - 1900,Beirut,HOSPIT,Hospital,Beirut,Assil Ezzat El Sawdah,12,1001-Y3COR,Nursing - Third Year - Core Courses,6,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10806,NURS320,Pediatric Health Nursing: Practice,Pediatric Health Nursing: Practice,2,2,Clinical,Friday,0701 - 1900,Beirut,HOSPIT,Hospital,Beirut,Rana Mohammad Salim Alayli,63,1001-Y3COR,Nursing - Third Year - Core Courses,25,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10802,NURS419,Psychiatric and Mental Health Nursing,Psychiatric and Mental Health Nursing,2,3,Clinical,Tuesday,1101 - 1400,Beirut,HOSPIT,Hospital,Beirut,Ahmad Mohammad Kobrosly,17,1001-Y3COR,Nursing - Third Year - Core Courses,1,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,11784,NURS320,Pediatric Health Nursing: Practice,Pediatric Health Nursing: Practice,3,2,Clinical,Saturday,0701 - 1900,Beirut,HOSPIT,Hospital,Beirut,Farah Mahmoud Akil,12,1001-Y3COR,Nursing - Third Year - Core Courses,6,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10805,NURS320,Pediatric Health Nursing: Practice,Pediatric Health Nursing: Practice,1,2,Clinical,Tuesday,0701 - 1900,Beirut,HOSPIT,Hospital,Beirut,Majdy Hasan Zeidan,63,1001-Y3COR,Nursing - Third Year - Core Courses,47,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10593,NURS419,Psychiatric and Mental Health Nursing,Psychiatric and Mental Health Nursing,1,3,Lecture,Monday,1101 - 1300,Beirut,HRIR,H515/516,Beirut,Mohammad Saad Itani,17,1001-Y3COR,Nursing - Third Year - Core Courses,Closed,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10620,NURS412,Palliative Care,Palliative Care,1,2,Lecture,Thursday,1401 - 1600,Beirut,HRIR,قاعة المعارض B1,Beirut,Ahmad Haydar EL Tassi,50,1001-YELC,Nursing - Elective Courses,3,,,Undergraduate
10,Health Sciences,10588,NURS330,Fundamentals of Oncology,Fundamentals of Oncology,1,2,Lecture,Tuesday,1401 - 1600,Beirut,HRIR,H615/616,Beirut,Ahmad Haydar EL Tassi,50,1001-YELC,Nursing - Elective Courses,Closed,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10681,BIOL223,Basic Biology,Basic Biology,2,3,Lecture,Thursday,1001 - 1200,Beirut,HRIR,قاعة المعارض B1,Beirut,Pia Joseph Chedid,30,1002-Y1COR,Nutrition & Dietetics - First Year - Core Courses,4,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,11439,CHEM215,Organic Chemistry,Organic Chemistry,3,3,Lab,Thursday,1401 - 1600,Beirut,HRIR,Pharmaceutical Chemistry Lab,Beirut,Farah Haissam Farhat,25,1002-Y1COR,Nutrition & Dietetics - First Year - Core Courses,2,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10680,HESC201,Human Anatomy and Physiology,Human Anatomy and Physiology,3,3,Lab,Friday,1331 - 1530,Beirut,HRIR,ANA.LAB,Beirut,Jumana Maarouf Ghalayini,17,1002-Y1COR,Nutrition & Dietetics - First Year - Core Courses,Closed,"Include:, Engineering, Health Sciences",,Undergraduate
10,Health Sciences,11438,CHEM215,Organic Chemistry,Organic Chemistry,2,3,Lecture,Monday,1401 - 1600,Beirut,HRIR,Groung Floor - القاعة الشمالية,Beirut,Karam Riad Hamdan,25,1002-Y1COR,Nutrition & Dietetics - First Year - Core Courses,10,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10570,CHEM215,Organic Chemistry,Organic Chemistry,1,3,Lab,Friday,1331 - 1530,Beirut,HRIR,Pharmaceutical Chemistry Lab,Beirut,Farah Haissam Farhat,25,1002-Y1COR,Nutrition & Dietetics - First Year - Core Courses,3,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,11438,CHEM215,Organic Chemistry,Organic Chemistry,2,3,Lab,Friday,1001 - 1200,Beirut,HRIR,Pharmaceutical Chemistry Lab,Beirut,Farah Haissam Farhat,25,1002-Y1COR,Nutrition & Dietetics - First Year - Core Courses,10,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,11442,CHEM213,General Chemistry,General Chemistry,2,3,Lab,Friday,1001 - 1200,Beirut,HRIR,Pharm. Analytical Chemistry and Phytochem. Lab,Beirut,Saria Ahmad ElHariri,25,1002-Y1COR,Nutrition & Dietetics - First Year - Core Courses,5,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,11442,CHEM213,General Chemistry,General Chemistry,2,3,Lecture,Tuesday,0801 - 1000,Beirut,MAIN,M438,Beirut,Karam Riad Hamdan,25,1002-Y1COR,Nutrition & Dietetics - First Year - Core Courses,5,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10571,CHEM213,General Chemistry,General Chemistry,1,3,Lecture,Tuesday,0801 - 1000,Beirut,MAIN,M438,Beirut,Karam Riad Hamdan,25,1002-Y1COR,Nutrition & Dietetics - First Year - Core Courses,4,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10680,HESC201,Human Anatomy and Physiology,Human Anatomy and Physiology,3,3,Lecture,Wednesday,0801 - 1000,Beirut,HRIR,قاعة المعارض B1,Beirut,Youssef Sobhi Abou Chahine,17,1002-Y1COR,Nutrition & Dietetics - First Year - Core Courses,Closed,"Include:, Engineering, Health Sciences",,Undergraduate
10,Health Sciences,10679,HESC201,Human Anatomy and Physiology,Human Anatomy and Physiology,2,3,Lecture,Wednesday,0801 - 1000,Beirut,HRIR,قاعة المعارض B1,Beirut,Youssef Sobhi Abou Chahine,37,1002-Y1COR,Nutrition & Dietetics - First Year - Core Courses,Closed,"Include:, Engineering, Health Sciences",,Undergraduate
10,Health Sciences,10679,HESC201,Human Anatomy and Physiology,Human Anatomy and Physiology,2,3,Lab,Friday,1001 - 1200,Beirut,HRIR,ANA.LAB,Beirut,Jumana Maarouf Ghalayini,37,1002-Y1COR,Nutrition & Dietetics - First Year - Core Courses,Closed,"Include:, Engineering, Health Sciences",,Undergraduate
10,Health Sciences,10572,HESC201,Human Anatomy and Physiology,Human Anatomy and Physiology,1,3,Lab,Friday,0801 - 1000,Beirut,HRIR,ANA.LAB,Beirut,Youssef Sobhi Abou Chahine,54,1002-Y1COR,Nutrition & Dietetics - First Year - Core Courses,Closed,"Include:, Engineering, Health Sciences",,Undergraduate
10,Health Sciences,10569,COMM201,Epidemiology and Biostatistics,Epidemiology and Biostatistics,1,3,Lecture,Monday,1031 - 1200,Beirut,HRIR,قاعة المعارض B1,Beirut,Rabih Kamal Damaj,120,1002-Y1COR,Nutrition & Dietetics - First Year - Core Courses,1,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,11444,CHEM213,General Chemistry,General Chemistry,4,3,Lab,Thursday,1401 - 1600,Beirut,HRIR,CHEM A,Beirut,Lina Adnan Ismail,25,1002-Y1COR,Nutrition & Dietetics - First Year - Core Courses,Closed,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,11442,CHEM213,General Chemistry,General Chemistry,2,3,Lab,Friday,1001 - 1200,Beirut,HRIR,Pharm. Analytical Chemistry and Phytochem. Lab,Beirut,Lina Adnan Ismail,25,1002-Y1COR,Nutrition & Dietetics - First Year - Core Courses,5,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10571,CHEM213,General Chemistry,General Chemistry,1,3,Lab,Friday,0801 - 1000,Beirut,HRIR,Pharm. Analytical Chemistry and Phytochem. Lab,Beirut,Saria Ahmad ElHariri,25,1002-Y1COR,Nutrition & Dietetics - First Year - Core Courses,4,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10682,BIOL223,Basic Biology,Basic Biology,3,3,Lecture,Thursday,1001 - 1200,Beirut,HRIR,قاعة المعارض B1,Beirut,Salim Zakareya Moussa,30,1002-Y1COR,Nutrition & Dietetics - First Year - Core Courses,7,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,11444,CHEM213,General Chemistry,General Chemistry,4,3,Lab,Thursday,1401 - 1600,Beirut,HRIR,CHEM A,Beirut,Saria Ahmad ElHariri,25,1002-Y1COR,Nutrition & Dietetics - First Year - Core Courses,Closed,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10567,BIOL223,Basic Biology,Basic Biology,1,3,Lab,Thursday,0801 - 1000,Beirut,HRIR,BioMed Lab A,Beirut,Hadil Marwan Al Hajj,30,1002-Y1COR,Nutrition & Dietetics - First Year - Core Courses,4,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10681,BIOL223,Basic Biology,Basic Biology,2,3,Lecture,Thursday,1001 - 1200,Beirut,HRIR,قاعة المعارض B1,Beirut,Salim Zakareya Moussa,30,1002-Y1COR,Nutrition & Dietetics - First Year - Core Courses,4,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10682,BIOL223,Basic Biology,Basic Biology,3,3,Lab,Wednesday,1001 - 1200,Beirut,HRIR,BioMed Lab A,Beirut,Jounaid Nabil Fatairy,30,1002-Y1COR,Nutrition & Dietetics - First Year - Core Courses,7,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10567,BIOL223,Basic Biology,Basic Biology,1,3,Lecture,Thursday,1001 - 1200,Beirut,HRIR,قاعة المعارض B1,Beirut,Pia Joseph Chedid,30,1002-Y1COR,Nutrition & Dietetics - First Year - Core Courses,4,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10681,BIOL223,Basic Biology,Basic Biology,2,3,Lab,Thursday,1201 - 1400,Beirut,HRIR,BioMed Lab A,Beirut,Jounaid Nabil Fatairy,30,1002-Y1COR,Nutrition & Dietetics - First Year - Core Courses,4,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10682,BIOL223,Basic Biology,Basic Biology,3,3,Lecture,Thursday,1001 - 1200,Beirut,HRIR,قاعة المعارض B1,Beirut,Pia Joseph Chedid,30,1002-Y1COR,Nutrition & Dietetics - First Year - Core Courses,7,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10573,COMM201,Epidemiology and Biostatistics,Epidemiology and Biostatistics,2,3,Lecture,Wednesday,1231 - 1400,Beirut,HRIR,قاعة المعارض B1,Beirut,Leila  Itani,123,1002-Y1COR,Nutrition & Dietetics - First Year - Core Courses,6,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,11438,CHEM215,Organic Chemistry,Organic Chemistry,2,3,Lab,Friday,1001 - 1200,Beirut,HRIR,Pharmaceutical Chemistry Lab,Beirut,Marwa Hasan Al Makdah,25,1002-Y1COR,Nutrition & Dietetics - First Year - Core Courses,10,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,11444,CHEM213,General Chemistry,General Chemistry,4,3,Lecture,Tuesday,0801 - 1000,Beirut,MAIN,M438,Beirut,Karam Riad Hamdan,25,1002-Y1COR,Nutrition & Dietetics - First Year - Core Courses,Closed,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10569,COMM201,Epidemiology and Biostatistics,Epidemiology and Biostatistics,1,3,Lecture,Tuesday,1031 - 1200,Beirut,HRIR,قاعة المعارض B1,Beirut,Leila  Itani,120,1002-Y1COR,Nutrition & Dietetics - First Year - Core Courses,1,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,11439,CHEM215,Organic Chemistry,Organic Chemistry,3,3,Lab,Thursday,1401 - 1600,Beirut,HRIR,Pharmaceutical Chemistry Lab,Beirut,Marwa Hasan Al Makdah,25,1002-Y1COR,Nutrition & Dietetics - First Year - Core Courses,2,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10570,CHEM215,Organic Chemistry,Organic Chemistry,1,3,Lecture,Monday,1401 - 1600,Beirut,MAIN,M436,Beirut,Karam Riad Hamdan,25,1002-Y1COR,Nutrition & Dietetics - First Year - Core Courses,3,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,11439,CHEM215,Organic Chemistry,Organic Chemistry,3,3,Lecture,Monday,1401 - 1600,Beirut,MAIN,M436,Beirut,Karam Riad Hamdan,25,1002-Y1COR,Nutrition & Dietetics - First Year - Core Courses,2,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10572,HESC201,Human Anatomy and Physiology,Human Anatomy and Physiology,1,3,Lab,Friday,0801 - 1000,Beirut,HRIR,ANA.LAB,Beirut,Jumana Maarouf Ghalayini,54,1002-Y1COR,Nutrition & Dietetics - First Year - Core Courses,Closed,"Include:, Engineering, Health Sciences",,Undergraduate
10,Health Sciences,10567,BIOL223,Basic Biology,Basic Biology,1,3,Lecture,Thursday,1001 - 1200,Beirut,HRIR,قاعة المعارض B1,Beirut,Salim Zakareya Moussa,30,1002-Y1COR,Nutrition & Dietetics - First Year - Core Courses,4,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10567,BIOL223,Basic Biology,Basic Biology,1,3,Lab,Thursday,0801 - 1000,Beirut,HRIR,BioMed Lab A,Beirut,Jounaid Nabil Fatairy,30,1002-Y1COR,Nutrition & Dietetics - First Year - Core Courses,4,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10681,BIOL223,Basic Biology,Basic Biology,2,3,Lab,Thursday,1201 - 1400,Beirut,HRIR,BioMed Lab A,Beirut,Hadil Marwan Al Hajj,30,1002-Y1COR,Nutrition & Dietetics - First Year - Core Courses,4,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10682,BIOL223,Basic Biology,Basic Biology,3,3,Lab,Wednesday,1001 - 1200,Beirut,HRIR,BioMed Lab A,Beirut,Hadil Marwan Al Hajj,30,1002-Y1COR,Nutrition & Dietetics - First Year - Core Courses,7,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10573,COMM201,Epidemiology and Biostatistics,Epidemiology and Biostatistics,2,3,Lecture,Wednesday,1101 - 1230,Beirut,HRIR,قاعة المعارض B1,Beirut,Rabih Kamal Damaj,123,1002-Y1COR,Nutrition & Dietetics - First Year - Core Courses,6,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10570,CHEM215,Organic Chemistry,Organic Chemistry,1,3,Lab,Friday,1331 - 1530,Beirut,HRIR,Pharmaceutical Chemistry Lab,Beirut,Marwa Hasan Al Makdah,25,1002-Y1COR,Nutrition & Dietetics - First Year - Core Courses,3,"Include:, Health Sciences",,Undergraduate
10,Health Sciences,10572,HESC201,Human Anatomy and Physiology,Human Anatomy and Physiology,1,3,Lecture,Wednesday,0801 - 1000,Beirut,HRIR,قاعة المعارض B1,Beirut,Salim Zakareya Moussa,54,1002-Y1COR,Nutrition & Dietetics - First Year - Core Courses,Closed,"Include:, Engineering, Health Sciences",,Undergraduate
10,Health Sciences,10679,HESC201,Human Anatomy and Physiology,Human Anatomy and Physiology,2,3,Lecture,Wednesday,0801 - 1000,Beirut,HRIR,قاعة المعارض B1,Beirut,Salim Zakareya Moussa,37,1002-Y1COR,Nutrition & Dietetics - First Year - Core Courses,Closed,"Include:, Engineering, Health Sciences",,Undergraduate
10,Health Sciences,10680,HESC201,Human Anatomy and Physiology,Human Anatomy and Physiology,3,3,Lecture,Wednesday,0801 - 1000,Beirut,HRIR,قاعة المعارض B1,Beirut,Salim Zakareya Moussa,17,1002-Y1COR,Nutrition & Dietetics - First Year - Core Courses,Closed,"Include:, Engineering, Health Sciences",,Undergraduate
10,Health Sciences,10571,CHEM213,General Chemistry,General Chemistry,1,3,Lab,Friday,0801 - 1000,Beirut,HRIR,Pharm. Analytical Chemistry and Phytochem. Lab,Beirut,Lina Adnan Ismail,25,1002-Y1COR,Nutrition & Dietetics - First Year - Core Courses,4,"Include:, Health Sciences",,Undergraduate
